hashtag,text,comp,pos,neg,neutral
bjp,"ஒரே நாளில் காங்கிரஸ் - திரிணாமுல் காங்கிரஸ் கட்சிகளுக்கு அதிர்ச்சி அளித்த பாஜக!

விவரம்: https://t.co/RdxDJSZfgA |… https://t.co/toAQvlJWPw"
bjp,RT @manjeetmaithil: #bjp4india #NarendraModi #AmitShah #bjp https://t.co/FtKtqR0qIK
bjp,"RT @ExpressingIndia: Tom Vadakkan Joins BJP Criticises Congress on Air Strike #TomVadakkan #Congress #BJP 

https://t.co/xhBm966bl8"
bjp,Whole world and #BJP are thinking and doing good for #India and congress and China are  doing just opposite. Motive… https://t.co/LOzGFXcp86
bjp,"RT @shailesh_sotta: મારો કર્મ એજ મારો અવાજ છે.
#Vadodara #dabhoi #BJP #sotta https://t.co/FhG2WJ2lco"
bjp,RT @HomeshSharma6: जब माताओं-बहनों ने बताया कि योजनाओं का लाभ बिना किसी दलाली के मिल रहा है: प्रसन्न भाव से लगाए PM श्री @narendramodi जी…
bjp,"RT @RitangshuB: Let's put this '#Nehru rejected #UNSC seat' BS to rest, shall we? #MasoodAzhar #BJP https://t.co/Ak9Uy3dZwu"
bjp,पुणे : शिवसेना भाजपा युतीच्या पदाधिकाऱ्यांचा १८ मार्चला मेळावा 'बालगंधर्व' नाट्य सभागृहात येथे होणार #Pune… https://t.co/erGCHAKEyV
bjp,"மோடி ஆதரவாளர்கள் முட்டாள்கள்; திவ்யா ஸ்பந்தனா பதிவால் ட்விட்டரில் மோதல்... 
#LokSabhaElections2019 #BJP #Congress… https://t.co/VrIeSGDUKM"
bjp,"RT @satishgautam72: PM श्री @narendramodi जी की कार्यशैली से प्रसन्न है देश की जनता। 

#Aligarh4NaMo
#MeraBoothSabseMazboot
#Aligarh #BJP h…"
bjp,"@narendramodi #NAMO #NAMO 
AGAIN &amp; AGAIN #BJP GOVERNMENT"
bjp,"RT @EconomicTimes: #Congress accused the #BJP of letting Masood off the hook again and also questioned @narendramodi what was the use of ""s…"
bjp,RT @nawabmalikncp: पवार साहेबांच्या मताशी आम्ही सहमत आहोत भाजपाला बहुमत मिळणार नाही. आगामी निवडणुकांमध्ये अन्य दलांच्या पक्षांची भूमिका मह…
bjp,"RT @Ya_2317: Seriously, #BJP/ #RW supporters' holier-than-thou attitude is very annoying. All twelebs busy trolling Tommy-come-lately inste…"
bjp,RT @DailyO_: #TomVadakkan Joins #BJP: Can the #Congress hand hold back any more leaders from toeing the saffron line? | https://t.co/NBRAaa…
bjp,@divya_16_ @digvijaya_28 Next is @RahulGandhi for some entertainment in #BJP
bjp,"RT @Rajeevyadavg: ठुकरा के मेरा #BEDTET2011  प्यार 
मेरा इंतकाम देखेगी #BJP 
Abki baar hahakar
@myogiadityanath @drdineshbjp @narendramodi…"
