location,party,followers,sentiment,Total Valid Votes Polled in the State,TOTAL VALID VOTES POLLED BY PARTY
Uttar Pradesh,0,14870,-0.266,80500789,6061267
Uttar Pradesh,0,140,-0.083,80500789,6061267
Uttar Pradesh,0,143,0.179,80500789,6061267
Uttar Pradesh,0,948,-0.17800000000000002,80500789,6061267
Uttar Pradesh,0,1685,-0.226,80500789,6061267
Uttar Pradesh,0,1224,-0.10099999999999999,80500789,6061267
Uttar Pradesh,0,100,-0.375,80500789,6061267
Uttar Pradesh,0,852,-0.375,80500789,6061267
Uttar Pradesh,0,164,-0.162,80500789,6061267
Uttar Pradesh,0,61833,0.267,80500789,6061267
Uttar Pradesh,0,963,0.40700000000000003,80500789,6061267
Uttar Pradesh,0,317392,0.106,80500789,6061267
Uttar Pradesh,0,3264,0.125,80500789,6061267
Uttar Pradesh,0,2475132,-0.259,80500789,6061267
Uttar Pradesh,0,1012,0.233,80500789,6061267
Uttar Pradesh,0,1765,-0.16,80500789,6061267
Uttar Pradesh,0,372,-0.239,80500789,6061267
Uttar Pradesh,0,122733,0.23600000000000002,80500789,6061267
Uttar Pradesh,0,269,0.12,80500789,6061267
Uttar Pradesh,0,352,-0.179,80500789,6061267
Uttar Pradesh,0,852,0.126,80500789,6061267
Uttar Pradesh,0,963,-0.43799999999999994,80500789,6061267
Uttar Pradesh,0,55,-0.113,80500789,6061267
Uttar Pradesh,0,852,0.182,80500789,6061267
Uttar Pradesh,0,1,0.195,80500789,6061267
Uttar Pradesh,0,67,0.14300000000000002,80500789,6061267
Uttar Pradesh,0,783,0.314,80500789,6061267
Uttar Pradesh,0,106,-0.183,80500789,6061267
Uttar Pradesh,0,228,-0.172,80500789,6061267
Uttar Pradesh,0,387,-0.15,80500789,6061267
Uttar Pradesh,0,124,0.386,80500789,6061267
Uttar Pradesh,0,20,-0.14300000000000002,80500789,6061267
Uttar Pradesh,0,155,0.133,80500789,6061267
Uttar Pradesh,0,1117,0.36700000000000005,80500789,6061267
Uttar Pradesh,0,317392,-0.10400000000000001,80500789,6061267
Uttar Pradesh,0,3196112,-0.14300000000000002,80500789,6061267
Uttar Pradesh,0,338,-0.175,80500789,6061267
Uttar Pradesh,0,226,-0.23600000000000002,80500789,6061267
Uttar Pradesh,0,183,0.252,80500789,6061267
Uttar Pradesh,0,1583,0.10099999999999999,80500789,6061267
Uttar Pradesh,0,1012,0.5539999999999999,80500789,6061267
Uttar Pradesh,0,2068,-0.222,80500789,6061267
Uttar Pradesh,0,176473,0.574,80500789,6061267
Uttar Pradesh,0,2112,-0.261,80500789,6061267
Uttar Pradesh,0,947,-0.136,80500789,6061267
Uttar Pradesh,0,5125,-0.294,80500789,6061267
Uttar Pradesh,0,10,-0.125,80500789,6061267
Uttar Pradesh,0,44,-0.348,80500789,6061267
Uttar Pradesh,0,5612,0.244,80500789,6061267
Uttar Pradesh,0,645,-0.158,80500789,6061267
Uttar Pradesh,0,1615,-0.14500000000000002,80500789,6061267
Uttar Pradesh,0,1012,0.294,80500789,6061267
Uttar Pradesh,0,2570,-0.094,80500789,6061267
Uttar Pradesh,0,122733,-0.20600000000000002,80500789,6061267
Uttar Pradesh,0,183,0.081,80500789,6061267
Uttar Pradesh,0,1012,0.233,80500789,6061267
Uttar Pradesh,0,1765,-0.16,80500789,6061267
Uttar Pradesh,0,372,0.11699999999999999,80500789,6061267
Uttar Pradesh,0,818,-0.171,80500789,6061267
Uttar Pradesh,0,372,0.057,80500789,6061267
Uttar Pradesh,0,122733,0.11599999999999999,80500789,6061267
Uttar Pradesh,0,1500,-0.348,80500789,6061267
Uttar Pradesh,0,55,-0.113,80500789,6061267
Uttar Pradesh,0,25,0.39299999999999996,80500789,6061267
Uttar Pradesh,0,122733,-0.187,80500789,6061267
Uttar Pradesh,0,122733,-0.21100000000000002,80500789,6061267
Uttar Pradesh,0,122733,0.257,80500789,6061267
Uttar Pradesh,0,183,0.252,80500789,6061267
Uttar Pradesh,0,452,0.431,80500789,6061267
Uttar Pradesh,0,649,0.257,80500789,6061267
Uttar Pradesh,0,978,-0.26,80500789,6061267
Uttar Pradesh,0,265,0.20800000000000002,80500789,6061267
Uttar Pradesh,0,9651,0.16699999999999998,80500789,6061267
Uttar Pradesh,0,245,-0.195,80500789,6061267
Uttar Pradesh,0,138,0.174,80500789,6061267
Uttar Pradesh,0,424,0.187,80500789,6061267
Uttar Pradesh,0,122733,-0.249,80500789,6061267
Uttarakhand,0,901,-0.113,4343847,1494440
Uttarakhand,0,2302,0.17300000000000001,4343847,1494440
Uttarakhand,0,361394,0.204,4343847,1494440
Uttarakhand,0,150,-0.171,4343847,1494440
Uttarakhand,0,61833,0.128,4343847,1494440
Uttarakhand,0,1012,0.07900000000000001,4343847,1494440
Uttarakhand,0,1822,-0.31,4343847,1494440
Uttarakhand,0,1012,-0.429,4343847,1494440
Uttarakhand,0,908,0.257,4343847,1494440
Uttarakhand,0,122733,-0.297,4343847,1494440
Uttarakhand,0,163823,0.42100000000000004,4343847,1494440
Uttarakhand,0,64,0.11900000000000001,4343847,1494440
Uttarakhand,0,1012,0.153,4343847,1494440
Uttarakhand,0,130,0.141,4343847,1494440
Uttarakhand,0,2378,0.33899999999999997,4343847,1494440
Uttarakhand,0,3196112,-0.34,4343847,1494440
West Bengal,0,1012,0.10300000000000001,51060534,4946911
West Bengal,0,1012,0.153,51060534,4946911
West Bengal,0,15,0.29,51060534,4946911
West Bengal,0,64,0.11900000000000001,51060534,4946911
West Bengal,0,1149,0.314,51060534,4946911
West Bengal,0,230,0.306,51060534,4946911
West Bengal,0,122733,0.067,51060534,4946911
West Bengal,0,372,0.111,51060534,4946911
West Bengal,0,12391,0.434,51060534,4946911
West Bengal,0,102,0.249,51060534,4946911
West Bengal,0,12888,0.225,51060534,4946911
West Bengal,0,120,-0.11900000000000001,51060534,4946911
West Bengal,0,106,-0.11900000000000001,51060534,4946911
West Bengal,0,9651,0.145,51060534,4946911
West Bengal,0,72458,0.145,51060534,4946911
West Bengal,0,183,0.252,51060534,4946911
West Bengal,0,183,0.01999999999999999,51060534,4946911
West Bengal,0,183,-0.07400000000000001,51060534,4946911
West Bengal,0,183,-0.111,51060534,4946911
West Bengal,0,183,0.031,51060534,4946911
West Bengal,0,183,-0.215,51060534,4946911
West Bengal,0,144,0.192,51060534,4946911
West Bengal,0,1486,0.055,51060534,4946911
West Bengal,0,5357,0.055,51060534,4946911
West Bengal,0,27091,0.217,51060534,4946911
West Bengal,0,183,-0.111,51060534,4946911
West Bengal,0,183,-0.228,51060534,4946911
West Bengal,0,183,0.16699999999999998,51060534,4946911
West Bengal,0,183,0.177,51060534,4946911
West Bengal,0,183,0.07300000000000001,51060534,4946911
West Bengal,0,183,-0.11599999999999999,51060534,4946911
West Bengal,0,707,0.209,51060534,4946911
West Bengal,0,32,0.22,51060534,4946911
West Bengal,0,46,-0.19699999999999998,51060534,4946911
West Bengal,0,46,-0.138,51060534,4946911
West Bengal,0,1486,0.201,51060534,4946911
West Bengal,0,5357,0.201,51060534,4946911
