hashtags,tweets,neg,neu,pos,compound
NarendraModi,RT BoltaHindustan पाकिस्तान का साथ देने से पहले चीन को ये सोचना चाहिये था कि हमारे PM ने उन्हें कितने प्यार से झूला झुलाया था AcharyaP…,0.0,1.0,0.0,0.0
NarendraModi,राहुल गाँधी अकेले ऐसा नेता हैं जिसका नाना पंडित और दादा मुस्लिम माँ क्रिसचिन है और इसको पाकिस्तान की चिंता है चुनाव… httpstcoPjUcS8FYgW,0.0,1.0,0.0,0.0
NarendraModi,RT SatyaHindi बीएसएनएल के पौने दो लाख कर्मियों को नहीं मिला फ़रवरी का वेतन BSNL Employees Salary NarendraModi बीएसएनएल वेतन कर्म…,0.0,1.0,0.0,0.0
NarendraModi,Dont let anyone influence opinion make opinion betterment constituency choosing best… httpstcoY3rd00VUlM,0.0,1.0,0.0,0.0
NarendraModi,RT karanbachani07 PHIR EK BAAR MODI SARKAR narendramodi mohitbharatiya Nikhilkvyas SirPareshRawal LokSabhaElections2019 ModiAgai…,0.0,1.0,0.0,0.0
NarendraModi,RT BoltaHindustan मोदी हैं तो मुमकिन है 19 साल में पहली बार BSNL अपने कर्मचारियों को वेतन नहीं दे पाया क्योंकि मोदी ने उसका सारा धंधा …,0.0,1.0,0.0,0.0
NarendraModi,RT karanbachani07 PHIR EK BAAR MODI SARKAR narendramodi mohitbharatiya Nikhilkvyas SirPareshRawal LokSabhaElections2019 ModiAgai…,0.0,1.0,0.0,0.0
NarendraModi,RT vipin239 नेहरु ने चीन से दरियादिली दिखाई जिसकी सजा भारत आज तक भुगत रहा है राहुल का पाक प्रेम भी उसी दिशा में जा रहा है Nehru China…,0.0,1.0,0.0,0.0
NarendraModi,RT MeraparivaarBJP काल उसका क्या बिगाड़े। जो भक्त हो महाकाल का।। narendramodi PMOIndia PhirEkBaarModiSarkar bjp4mp BJP4India BJP B…,0.0,1.0,0.0,0.0
NarendraModi,RT Ajay24hrfullpwr Congress 37 BJP 319 Gathbandhan 64 NDA allies 67 56 देशकामूड PhirEkBaarModiSarkar MeraBoothSabseMazbo…,0.0,1.0,0.0,0.0
NarendraModi,काल उसका क्या बिगाड़े। जो भक्त हो महाकाल का।। narendramodi PMOIndia PhirEkBaarModiSarkar bjp4mp BJP4India BJP… httpstcouF1TLzjYCI,0.0,1.0,0.0,0.0
NarendraModi,RT rahulkpopat अनुमान लगाने वाले ध्यान दें पिछली बार 18 करोड़ वोट मिले थे भाजपा को अबकी बार 25 करोड़ तो कुम्भ नहाकर बैठे हैं Ph…,0.0,1.0,0.0,0.0
NarendraModi,RT yuvadesh Look Modi intentionally collapsed BSNL help Ambani’s reliance telecom watch video bsnl…,0.125,0.714,0.161,0.1531
NarendraModi,RT BoltaHindustan मोदी जी सुनिए एक माँ का दर्द जिसके पास अपने बच्चों को खाना खिलाने के लिए भी पैसे नहीं हैं NarendraModi BSNL BJP J…,0.0,1.0,0.0,0.0
NarendraModi,RT MyNation लोकसभा चुनावों से पहले पीएम मोदी पर एक वेब सीरीज बनाने की तैयारियां शुरू हो गई हैं। कहा जा रहा है कि पीएम की बायोपिक से पहले…,0.0,1.0,0.0,0.0
NarendraModi,RT moneycontrolcom NewsAlert Former PM Manmohan Singh tough PM NarendraModi tackle terror says former Delhi CM Sheil…,0.246,0.754,0.0,-0.5994
NarendraModi,BSNLCorporate open centre call narendramodi election minister inaugurate corner is… httpstcoFkSNFe3gYA,0.0,1.0,0.0,0.0
NarendraModi,Work Peoples ease lifeproviding comfortable tax paying service less documentation … httpstcoVXnKE6BTuQ,0.0,0.608,0.392,0.7003
NarendraModi,अब आपका नेता आपके हाथ मेंI डाउनलोड करे httpstcoB1qUWxGD9q Raajneeti Politics Election2019 NarendraModi… httpstcorDrUmcKHN8,0.0,1.0,0.0,0.0
NarendraModi,hereby appeal people access fundamental right Voting Think Carefully Voting anyoneDont s… httpstco4JEy08V1uK,0.0,0.889,0.111,0.128
NarendraModi,RT BoltaHindustan सुनिए महिला BSNL कर्मचारी का दर्द बोलीं ना बच्चों की फीस और ना ही खाने के लिए पैसे हैं BSNL कर्मचारियों को रुलाकर क्…,0.0,1.0,0.0,0.0
NarendraModi,RT moneycontrolcom NewsAlert Former PM Manmohan Singh tough PM NarendraModi tackle terror says former Delhi CM Sheil…,0.246,0.754,0.0,-0.5994
NarendraModi,RT BoltaHindustan मोदी हैं तो मुमकिन है 19 साल में पहली बार BSNL अपने कर्मचारियों को वेतन नहीं दे पाया क्योंकि मोदी ने उसका सारा धंधा …,0.0,1.0,0.0,0.0
NarendraModi,RT MalikDasi येज्ञानअनमोलहै सतगुरु रामपालजी महाराज का ज्ञान इतना निर्मल है जो शरीर को भी निर्मल कर देता है पाप छुड़वा देता है कुरी…,0.0,1.0,0.0,0.0
NarendraModi,RT DineshK40361012 अब किसी से वादा मत करियेगा ।। यूपी में मरता शिक्षामित्र ।। उत्तरप्रदेश bbcnews bbchinde NarendraModi AmitSha…,0.0,1.0,0.0,0.0
NarendraModi,RT SatyaHindi वेतन नहीं मिलने से फूटफूट कर रो पड़ी बीएसएनएल की महिला कर्मी BSNL Employees Salary NarendraModi बीएसएनएल वेतन कर्…,0.0,1.0,0.0,0.0
NarendraModi,Dear Modi Ji feel Spiritual leaders amp organisations urged conduct Yagnahom well being… httpstco7cr9g0x4OU,0.0,0.719,0.281,0.5719
NarendraModi,RT BoltaHindustan सुनिए महिला BSNL कर्मचारी का दर्द बोलीं ना बच्चों की फीस और ना ही खाने के लिए पैसे हैं BSNL कर्मचारियों को रुलाकर क्…,0.0,1.0,0.0,0.0
NarendraModi,RT nawabmalikncp भाजपाला आगामी निवडणुकांमध्ये बहुमत मिळणार नाही आगामी निवडणुकांमध्ये अपक्ष आणि अन्य पक्षांची भूमिका महत्वपूर्ण ठरणार आहे…,0.0,1.0,0.0,0.0
NarendraModi,Modi ji kya ho raha hai desh khane ke liye paisa nahi hai kisi ke pas kisi ko aap crore rs mafh kar dete ho… httpstcoKF4wTooG3K,0.0,1.0,0.0,0.0
NarendraModi,RT Saireddy95 win 2019 Loksabha elections LokSabhaElections2019 NarendraModi RahulGandhi NDA UPA MahaGathbandhan 2019E…,0.0,0.759,0.241,0.5859
NarendraModi,मुर्गा मत बननावोट जरूर करना । NarendraModi Yogi httpstcoThCFQ0ARZw,0.0,1.0,0.0,0.0
NarendraModi,RT Shashank16 aajtak Public ki minimum income ho ya na hoo par aap log ki maximum income jaroor ho jaeygii 😂😂isbaarbhimodisarkar …,0.0,1.0,0.0,0.0
NarendraModi,RT SatyaHindi बीएसएनएल के पौने दो लाख कर्मियों को नहीं मिला फ़रवरी का वेतन BSNL Employees Salary NarendraModi बीएसएनएल वेतन कर्म…,0.0,1.0,0.0,0.0
NarendraModi,RT moneycontrolcom NewsAlert Former PM Manmohan Singh tough PM NarendraModi tackle terror says former Delhi CM Sheil…,0.246,0.754,0.0,-0.5994
NarendraModi,RT Lakshya2019 शेर की ये गर्जना है माँ का दूध पिया है तो लालचौक पर आ के दिखाओ MasoodAzhar Pakistani RahulGandhi RahulLovesTerrorists…,0.0,1.0,0.0,0.0
NarendraModi,RT SatyaHindi बीएसएनएल के पौने दो लाख कर्मियों को नहीं मिला फ़रवरी का वेतन BSNL Employees Salary NarendraModi बीएसएनएल वेतन कर्म…,0.0,1.0,0.0,0.0
NarendraModi,RT moneycontrolcom NewsAlert Former PM Manmohan Singh tough PM NarendraModi tackle terror says former Delhi CM Sheil…,0.246,0.754,0.0,-0.5994
NarendraModi,RT moneycontrolcom NewsAlert Former PM Manmohan Singh tough PM NarendraModi tackle terror says former Delhi CM Sheil…,0.246,0.754,0.0,-0.5994
NarendraModi,TomVadakkan joins NarendraModi kerala hurt CongressPakistanUnited LokSabhaPolls2019 LokSabhaEections2019 httpstcoythA1cnAMx,0.298,0.702,0.0,-0.5267
NarendraModi,मोदीमोदी के नारों को कौन दे रहा है टक्कर देखिये देश की राजनीति की नब्ज़ पकड़ने वाला जन हिन्दी का लोकसभा चुनाव स… httpstcoqFC5TUVs74,0.0,1.0,0.0,0.0
NarendraModi,RT BoltaHindustan मोदी हैं तो मुमकिन है 19 साल में पहली बार BSNL अपने कर्मचारियों को वेतन नहीं दे पाया क्योंकि मोदी ने उसका सारा धंधा …,0.0,1.0,0.0,0.0
NarendraModi,RT MyNation लोकसभा चुनावों से पहले पीएम मोदी पर एक वेब सीरीज बनाने की तैयारियां शुरू हो गई हैं। कहा जा रहा है कि पीएम की बायोपिक से पहले…,0.0,1.0,0.0,0.0
NarendraModi,RT ndtvindia राहुल गांधी बोले कमज़ोर मोदी चीनी राष्ट्रपति से डरे हुए हैं चीन के खिलाफ उनके मुंह से एक शब्द नहीं निकलता httpstcodbG…,0.0,1.0,0.0,0.0
NarendraModi,RT BoltaHindustan मोदी जी सुनिए एक माँ का दर्द जिसके पास अपने बच्चों को खाना खिलाने के लिए भी पैसे नहीं हैं NarendraModi BSNL BJP J…,0.0,1.0,0.0,0.0
NarendraModi,राहुल का पीएम मोदी पर बड़ा बयान मसूद अज़हर पर चीन की नापाक चाल हुई उजागर जरूर देखें httpstcoF74rCgfTLt… httpstcokl810vKx9v,0.0,1.0,0.0,0.0
NarendraModi,Respected modi ji plz send election request mohamdons tv ancars pmoindia NarendraModi,0.0,0.694,0.306,0.5267
NarendraModi,See BJP astrology 2019 LOK SABHA ELECTION See httpstcooijhZk2FyQ win bjp astrology insee… httpstcoJ6515t1lqI,0.0,0.774,0.226,0.5859
NarendraModi,RT SatyaHindi बीएसएनएल के पौने दो लाख कर्मियों को नहीं मिला फ़रवरी का वेतन BSNL Employees Salary NarendraModi बीएसएनएल वेतन कर्म…,0.0,1.0,0.0,0.0
NarendraModi,RT SatyaHindi बीएसएनएल के पौने दो लाख कर्मियों को नहीं मिला फ़रवरी का वेतन BSNL Employees Salary NarendraModi बीएसएनएल वेतन कर्म…,0.0,1.0,0.0,0.0
NarendraModi,Tamilnadu మోదీకి పోటీగా బరిలోకి దిగనున్న 111మంది తమిళనాడు రైతులు Farmers Modi Narendramodi Demands… httpstcoroJlerrEYX,0.0,1.0,0.0,0.0
NarendraModi,RT AtulTyagiBJP कांग्रेसी चमचे हमे मोदी भक्त कहते हैं उन्होंने मान लिया है कि मोदी जी भगवान है क्योंकि भक्त तो भगवान के होते हैं। Proud B…,0.0,0.893,0.107,0.4767
NarendraModi,annauniversity ElectionCommissionOfIndia Election2019 AndhraPradeshElection2019 righttovote studentvoice… httpstcooOWsfj1O0f,0.0,1.0,0.0,0.0
NarendraModi,लोकसभा चुनावों से पहले पीएम मोदी पर एक वेब सीरीज बनाने की तैयारियां शुरू हो गई हैं। कहा जा रहा है कि पीएम की बायोपि… httpstco0kVkJ31FIz,0.0,1.0,0.0,0.0
NarendraModi,RT SatyaHindi मोदी सरकार की माइक्रो डेवलपमेंट एंड रिफ़ाइनेंस एजेंसी मुद्रा योजना से कितने रोज़गार मिले इस पर श्रम विभाग के आँकड़ों को…,0.0,1.0,0.0,0.0
NarendraModi,RT RahimAliYasir Pakistan India Nafrat Ka Ilaj httpstcolzKruBUpb9 MUST WATCH VIDEO people living India amp Pakistan ab…,0.0,1.0,0.0,0.0
NarendraModi,RT BoltaHindustan मोदी हैं तो मुमकिन है 19 साल में पहली बार BSNL अपने कर्मचारियों को वेतन नहीं दे पाया क्योंकि मोदी ने उसका सारा धंधा …,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT SURESHSharma still vote BJP4India nd make PMModi sure बाउजी fathermulayamsinghyadav ji…,0.0,0.827,0.173,0.3182
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,narendramodi NAMO NAMO amp BJP GOVERNMENT,0.0,1.0,0.0,0.0
namo,RT ToTheePoint NaMo BJP answered PakistanTerroristNation PulwamaAttack amp finished 200300 Pakistani Terrorists yet…,0.255,0.745,0.0,-0.6249
namo,☆ NaMo Merchandise Round Neck TShirt Rs 199 Buy httpstcoZ9u5WHSWr8 namo namoagain httpstco6yUnF3cwz2,0.0,1.0,0.0,0.0
namo,RT pankajbhatt54 AaravCapital narendramodi arunjaitley victims NSEL scam supporters narendramodi PMOIndia…,0.355,0.473,0.172,-0.4767
namo,narendramodi Currently one better u sir Namo,0.0,0.633,0.367,0.4404
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT SURESHSharma still vote BJP4India nd make PMModi sure बाउजी fathermulayamsinghyadav ji…,0.0,0.827,0.173,0.3182
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT BJP4lNDlA जैसे की मैंने बूथ संपर्क अभियान की तहत हातकनंगडा महाराष्ट्रा के कार्यकर्त्ता से अनुरोध किया था की ओ केंद्र और राज्य सरकार…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT BJP4Maha जैसे की मैंने बूथ संपर्क अभियान की तहत हातकनंगडा महाराष्ट्रा के कार्यकर्त्ता से अनुरोध किया था की ओ केंद्र और राज्य सरकार की…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT BeenaGogri रोमन कैथलिक समुदाय से आए हुए कांग्रेस के दिग्गज नेता tomvadakkan का कांग्रेस को राम राम ठोंककर भाजपा में शामिल होना Keral…,0.0,1.0,0.0,0.0
namo,ashutosh83B narendramodi RahulGandhi INCIndia pbhushan1 dont confusion trust NaMo surel… httpstco7zGgulMEz2,0.199,0.662,0.139,-0.2057
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT BeenaGogri रोमन कैथलिक समुदाय से आए हुए कांग्रेस के दिग्गज नेता tomvadakkan का कांग्रेस को राम राम ठोंककर भाजपा में शामिल होना Keral…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT SaketSSonu नए भारत की नई ऊर्जा हर हर मोदी। LokSabhaElections2019 NamoNamo FirEkBarBJPSarkar Ballia FirEkBarModiSarkar Kyu…,0.0,1.0,0.0,0.0
namo,RT SaketSSonu अभी तो आगे जाना है फिर से कमल खिलाना है। मोदी है हमारी शान अबकी बार एक बार फिर से मोदी सरकार। LokSabhaElections2019 Na…,0.0,1.0,0.0,0.0
namo,RT SaketSSonu मोदी सरकार द्वारा आम जनता को दी गयी सुविधाए। LokSabhaElections2019 NamoNamo FirEkBarBJPSarkar Ballia FirEkBarMod…,0.0,1.0,0.0,0.0
namo,RT ToTheePoint NaMo BJP answered PakistanTerroristNation PulwamaAttack amp finished 200300 Pakistani Terrorists yet…,0.255,0.745,0.0,-0.6249
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,चाणक्य जैसे महान ज्ञानी ने कहा था विदेशी महिला से उत्पन संतान कभी देशभक्त नही होगी राहुल गाँधी ने यह सिद्ध कर दि… httpstco1kkI0jYUhM,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT ToTheePoint NaMo BJP answered PakistanTerroristNation PulwamaAttack amp finished 200300 Pakistani Terrorists yet…,0.255,0.745,0.0,-0.6249
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,BigNews फेसबुक ने भी स्टार्ट किया मोदी जी का प्रचार Gif में NAMO सर्च करो👇,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT BJP4Maha जैसे की मैंने बूथ संपर्क अभियान की तहत हातकनंगडा महाराष्ट्रा के कार्यकर्त्ता से अनुरोध किया था की ओ केंद्र और राज्य सरकार की…,0.0,1.0,0.0,0.0
namo,PhirEKBaarModiSarkaar NamumkinAbMumkinHai NaMo namamigange httpstcobJiAEReVtL,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT BJP4Maha जैसे की मैंने बूथ संपर्क अभियान की तहत हातकनंगडा महाराष्ट्रा के कार्यकर्त्ता से अनुरोध किया था की ओ केंद्र और राज्य सरकार की…,0.0,1.0,0.0,0.0
namo,RT BJP4Maha जैसे की मैंने बूथ संपर्क अभियान की तहत हातकनंगडा महाराष्ट्रा के कार्यकर्त्ता से अनुरोध किया था की ओ केंद्र और राज्य सरकार की…,0.0,1.0,0.0,0.0
namo,अभी तो आगे जाना है फिर से कमल खिलाना है। मोदी है हमारी शान अबकी बार एक बार फिर से मोदी सरकार।… httpstcoCMJm702U8g,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,timesofindia arunjaitley much principally correct Arun Jaitley daughter Advocate of… httpstcoVgT9gewPZZ,0.0,1.0,0.0,0.0
namo,RT abhatiwari1108 MP कैसा हो क्या आप चाहते है कि आपका सांसद भ्रष्ट तंत्र में संलिप्त रहे नागरिक को न पहचानता हो दृढ़ इच्छाशक्ति वाला न…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT BJP4Maha जैसे की मैंने बूथ संपर्क अभियान की तहत हातकनंगडा महाराष्ट्रा के कार्यकर्त्ता से अनुरोध किया था की ओ केंद्र और राज्य सरकार की…,0.0,1.0,0.0,0.0
namo,RT BJP4lNDlA जैसे की मैंने बूथ संपर्क अभियान की तहत हातकनंगडा महाराष्ट्रा के कार्यकर्त्ता से अनुरोध किया था की ओ केंद्र और राज्य सरकार…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT Dwarkanath17 Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai Thi… httpstcoHQUNaGgHsO,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,NATIONALIST amp SOLDIER BHARTIYA JANTA PARTY ALWAYS SEWA HUMANITY NAMO AGAIN2019 WEST DELHI… httpstco0rHdVGw5Gr,0.0,0.791,0.209,0.5319
namo,MP कैसा हो क्या आप चाहते है कि आपका सांसद भ्रष्ट तंत्र में संलिप्त रहे नागरिक को न पहचानता हो दृढ़ इच्छाशक्ति वाला… httpstcoCDdpMqqUkQ,0.0,1.0,0.0,0.0
namo,trust NaMo n first post Twitter JaiHind NaMo,0.0,0.645,0.355,0.5106
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT actindia Come India Go Solar Go Green Solar Energy Power Electricity India Urja SaurUrja GoGreen GoSolar gandhijay…,0.0,0.89,0.11,0.2732
namo,RT MainChowkidar देश का विकास मेरा प्रमुख लक्ष्य है बदलाव हो देश में यही मेरा पक्ष है ईंट हो या पत्थर लोहा हो या लकड़ चौकीदार हूँ…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,Ghanta Digital India marriage registrar office palghar DOSENT Internet since morning ppl stuck… httpstcoRmI7y3NmY7,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT Keshavbjpup पकिस्तान को खत्म करने के लिये लाखो सेना है हमारे पास पर देश के अन्दर बैठे गद्दारो को खत्म करने के लिये एक ही वोट है आपके…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT DevFadnavis Released book ‘Rashtra PrathamNaMo Sarvottam’ राष्ट्र प्रथमनमो सर्वोत्तम Anand Deodhar ji Mumbai book…,0.0,1.0,0.0,0.0
namo,RT Keshavbjpup पकिस्तान को खत्म करने के लिये लाखो सेना है हमारे पास पर देश के अन्दर बैठे गद्दारो को खत्म करने के लिये एक ही वोट है आपके…,0.0,1.0,0.0,0.0
