location,party,followers,sentiment,Total Valid Votes Polled in the State,TOTAL VALID VOTES POLLED BY PARTY
NCT OF Delhi,1,184,0.057000000000000016,8232076,3838850
NCT OF Delhi,1,89,0.375,8232076,3838850
NCT OF Delhi,1,16610,0.307,8232076,3838850
NCT OF Delhi,1,29,0.256,8232076,3838850
NCT OF Delhi,1,29,0.256,8232076,3838850
NCT OF Delhi,1,30,0.451,8232076,3838850
NCT OF Delhi,1,123,0.07,8232076,3838850
NCT OF Delhi,1,225355,0.2,8232076,3838850
NCT OF Delhi,1,4,0.397,8232076,3838850
NCT OF Delhi,1,1444,0.172,8232076,3838850
NCT OF Delhi,1,818,0.138,8232076,3838850
NCT OF Delhi,1,545,-0.07800000000000001,8232076,3838850
NCT OF Delhi,1,36,-0.099,8232076,3838850
NCT OF Delhi,1,87,-0.192,8232076,3838850
NCT OF Delhi,1,1611,0.27,8232076,3838850
NCT OF Delhi,1,11526,-0.3,8232076,3838850
NCT OF Delhi,1,46,-0.302,8232076,3838850
NCT OF Delhi,1,11526,-0.292,8232076,3838850
NCT OF Delhi,1,476,0.361,8232076,3838850
NCT OF Delhi,1,139,0.226,8232076,3838850
NCT OF Delhi,1,316,-0.11599999999999999,8232076,3838850
NCT OF Delhi,1,798,0.129,8232076,3838850
NCT OF Delhi,1,1533,0.276,8232076,3838850
NCT OF Delhi,1,639,-0.294,8232076,3838850
NCT OF Delhi,1,911,0.32299999999999995,8232076,3838850
NCT OF Delhi,1,784,0.452,8232076,3838850
NCT OF Delhi,1,1394,0.33299999999999996,8232076,3838850
NCT OF Delhi,1,2047069,-0.174,8232076,3838850
NCT OF Delhi,1,98637,0.153,8232076,3838850
NCT OF Delhi,1,160,0.406,8232076,3838850
NCT OF Delhi,1,160,0.281,8232076,3838850
NCT OF Delhi,1,3979,-0.209,8232076,3838850
NCT OF Delhi,1,845,0.31,8232076,3838850
NCT OF Delhi,1,487,0.124,8232076,3838850
NCT OF Delhi,1,254,0.287,8232076,3838850
NCT OF Delhi,1,52,-0.025999999999999995,8232076,3838850
NCT OF Delhi,1,47826,-0.195,8232076,3838850
NCT OF Delhi,1,418,0.42700000000000005,8232076,3838850
NCT OF Delhi,1,150,0.111,8232076,3838850
NCT OF Delhi,1,3979,0.184,8232076,3838850
NCT OF Delhi,1,29,0.213,8232076,3838850
NCT OF Delhi,1,47826,-0.198,8232076,3838850
NCT OF Delhi,1,340,-0.16699999999999998,8232076,3838850
NCT OF Delhi,1,144,-0.162,8232076,3838850
NCT OF Delhi,1,2047082,0.153,8232076,3838850
NCT OF Delhi,1,2475125,-0.209,8232076,3838850
NCT OF Delhi,1,2047082,0.10400000000000001,8232076,3838850
NCT OF Delhi,1,47828,-0.345,8232076,3838850
NCT OF Delhi,1,10258,0.13,8232076,3838850
NCT OF Delhi,1,3089,0.163,8232076,3838850
NCT OF Delhi,1,2047082,0.13,8232076,3838850
NCT OF Delhi,1,47828,-0.39,8232076,3838850
NCT OF Delhi,1,2047082,-0.133,8232076,3838850
NCT OF Delhi,1,2047082,0.13,8232076,3838850
NCT OF Delhi,1,2047082,-0.179,8232076,3838850
NCT OF Delhi,1,47828,0.15,8232076,3838850
NCT OF Delhi,1,47828,-0.08499999999999999,8232076,3838850
NCT OF Delhi,1,551,-0.157,8232076,3838850
NCT OF Delhi,1,349,-0.40299999999999997,8232076,3838850
NCT OF Delhi,1,47828,0.205,8232076,3838850
NCT OF Delhi,1,150,-0.109,8232076,3838850
NCT OF Delhi,1,150,-0.109,8232076,3838850
NCT OF Delhi,1,150,-0.195,8232076,3838850
NCT OF Delhi,1,114558,-0.125,8232076,3838850
NCT OF Delhi,1,47828,-0.193,8232076,3838850
NCT OF Delhi,1,6809,-0.28600000000000003,8232076,3838850
NCT OF Delhi,1,646,0.126,8232076,3838850
NCT OF Delhi,1,535,-0.141,8232076,3838850
NCT OF Delhi,1,8355,-0.258,8232076,3838850
NCT OF Delhi,1,8355,0.192,8232076,3838850
NCT OF Delhi,1,8355,0.265,8232076,3838850
NCT OF Delhi,1,20558,-0.212,8232076,3838850
NCT OF Delhi,1,51,0.309,8232076,3838850
NCT OF Delhi,1,43,-0.187,8232076,3838850
NCT OF Delhi,1,4379,-0.292,8232076,3838850
NCT OF Delhi,1,154958,0.042,8232076,3838850
NCT OF Delhi,1,7576,-0.14400000000000002,8232076,3838850
NCT OF Delhi,1,7576,0.214,8232076,3838850
NCT OF Delhi,1,7576,0.156,8232076,3838850
NCT OF Delhi,1,60,-0.16699999999999998,8232076,3838850
NCT OF Delhi,1,1161,0.127,8232076,3838850
NCT OF Delhi,1,202,0.152,8232076,3838850
NCT OF Delhi,1,5973,0.16,8232076,3838850
NCT OF Delhi,1,652,0.141,8232076,3838850
NCT OF Delhi,1,717,-0.506,8232076,3838850
NCT OF Delhi,1,140,0.27699999999999997,8232076,3838850
NCT OF Delhi,1,172338,0.13699999999999998,8232076,3838850
NCT OF Delhi,1,54945,0.172,8232076,3838850
NCT OF Delhi,1,129,0.159,8232076,3838850
NCT OF Delhi,1,924,-0.18500000000000005,8232076,3838850
NCT OF Delhi,1,134241,-0.13799999999999998,8232076,3838850
NCT OF Delhi,1,394,0.311,8232076,3838850
NCT OF Delhi,1,88,0.507,8232076,3838850
NCT OF Delhi,1,21430,0.154,8232076,3838850
NCT OF Delhi,1,1486,0.22399999999999998,8232076,3838850
NCT OF Delhi,1,483,-0.276,8232076,3838850
NCT OF Delhi,1,138,-0.495,8232076,3838850
NCT OF Delhi,1,8,-0.209,8232076,3838850
NCT OF Delhi,1,18817,0.15,8232076,3838850
NCT OF Delhi,1,435,-0.17800000000000002,8232076,3838850
Odisha,1,495,0.091,21196117,4638565
Odisha,1,495,0.342,21196117,4638565
Odisha,1,104946,0.278,21196117,4638565
Odisha,1,322,-0.276,21196117,4638565
Odisha,1,7490,0.1,21196117,4638565
Odisha,1,210,0.295,21196117,4638565
Odisha,1,754,0.11200000000000003,21196117,4638565
Odisha,1,992,-0.042,21196117,4638565
Odisha,1,7490,0.015,21196117,4638565
Odisha,1,266,0.32799999999999996,21196117,4638565
Odisha,1,486,0.321,21196117,4638565
Odisha,1,5357,0.201,21196117,4638565
Odisha,1,1500,-0.299,21196117,4638565
Odisha,1,1317,0.107,21196117,4638565
Odisha,1,8,0.57,21196117,4638565
Odisha,1,483,0.105,21196117,4638565
Odisha,1,64,-0.124,21196117,4638565
Odisha,1,643,-0.222,21196117,4638565
Puducherry,1,5973,0.138,0,0
Puducherry,1,177,0.126,0,0
Puducherry,1,1997,0.19899999999999998,0,0
Puducherry,1,208,0.467,0,0
Puducherry,1,2352,0.19699999999999998,0,0
Puducherry,1,3555,0.16699999999999998,0,0
Puducherry,1,18992,0.162,0,0
Puducherry,1,40,-0.179,0,0
Puducherry,1,5,-0.109,0,0
Puducherry,1,323,0.172,0,0
Puducherry,1,447,0.23399999999999999,0,0
Puducherry,1,8,-0.231,0,0
Puducherry,1,353,-0.257,0,0
Puducherry,1,464,-0.358,0,0
Puducherry,1,13,-0.15,0,0
Punjab,1,1098,-0.15,13786378,1209004
Punjab,1,138,0.264,13786378,1209004
Punjab,1,2039,0.109,13786378,1209004
Punjab,1,6631,0.374,13786378,1209004
Punjab,1,6632,-0.184,13786378,1209004
Punjab,1,130,0.16699999999999998,13786378,1209004
Punjab,1,253,0.213,13786378,1209004
Punjab,1,230,0.114,13786378,1209004
Punjab,1,230,0.085,13786378,1209004
Punjab,1,230,0.085,13786378,1209004
Punjab,1,230,0.223,13786378,1209004
Punjab,1,230,0.353,13786378,1209004
Punjab,1,230,0.222,13786378,1209004
Punjab,1,230,0.223,13786378,1209004
Punjab,1,230,-0.145,13786378,1209004
Punjab,1,104946,0.13,13786378,1209004
Punjab,1,322,0.304,13786378,1209004
Punjab,1,1167,-0.289,13786378,1209004
Punjab,1,1542,0.345,13786378,1209004
Punjab,1,1457,-0.08700000000000001,13786378,1209004
Punjab,1,81,0.11599999999999999,13786378,1209004
Punjab,1,368,0.314,13786378,1209004
Punjab,1,174,0.267,13786378,1209004
Punjab,1,5357,-0.16,13786378,1209004
Punjab,1,691,0.124,13786378,1209004
Punjab,1,8,0.36700000000000005,13786378,1209004
Punjab,1,52,0.32,13786378,1209004
Punjab,1,8,0.43700000000000006,13786378,1209004
Punjab,1,12391,0.434,13786378,1209004
Punjab,1,2148,-0.08900000000000001,13786378,1209004
Punjab,1,231,0.111,13786378,1209004
Punjab,1,231,0.122,13786378,1209004
Rajasthan,1,558,0.075,26782731,14895106
Rajasthan,1,178,0.195,26782731,14895106
Rajasthan,1,82,0.289,26782731,14895106
Rajasthan,1,518,0.337,26782731,14895106
Rajasthan,1,409,0.162,26782731,14895106
Rajasthan,1,389,0.184,26782731,14895106
Rajasthan,1,1271,0.17600000000000002,26782731,14895106
Rajasthan,1,1271,0.188,26782731,14895106
Rajasthan,1,1271,0.45799999999999996,26782731,14895106
Rajasthan,1,1271,0.115,26782731,14895106
Rajasthan,1,1271,0.5,26782731,14895106
Rajasthan,1,1271,0.14300000000000002,26782731,14895106
Rajasthan,1,281,0.313,26782731,14895106
Rajasthan,1,741,-0.14300000000000002,26782731,14895106
Rajasthan,1,68,-0.22,26782731,14895106
Rajasthan,1,18723,0.42100000000000004,26782731,14895106
Rajasthan,1,450,0.19899999999999998,26782731,14895106
Rajasthan,1,2149,0.425,26782731,14895106
Rajasthan,1,8398,-0.138,26782731,14895106
Rajasthan,1,14,-0.193,26782731,14895106
Rajasthan,1,342,0.147,26782731,14895106
Rajasthan,1,1007,-0.231,26782731,14895106
Rajasthan,1,152,0.08,26782731,14895106
Rajasthan,1,397,-0.259,26782731,14895106
Rajasthan,1,454,0.16699999999999998,26782731,14895106
Rajasthan,1,106,-0.18899999999999997,26782731,14895106
Rajasthan,1,307,0.188,26782731,14895106
Rajasthan,1,3019,0.10300000000000001,26782731,14895106
Rajasthan,1,5357,0.252,26782731,14895106
Rajasthan,1,34634,0.213,26782731,14895106
Rajasthan,1,3,0.21100000000000002,26782731,14895106
Rajasthan,1,24602,-0.42,26782731,14895106
Rajasthan,1,3,0.21100000000000002,26782731,14895106
Rajasthan,1,8,0.36700000000000005,26782731,14895106
Rajasthan,1,3196119,-0.271,26782731,14895106
Rajasthan,1,249,0.124,26782731,14895106
Rajasthan,1,49,-0.19399999999999998,26782731,14895106
Rajasthan,1,49,-0.243,26782731,14895106
Sikkim,1,401,0.177,304635,7279
Sikkim,1,1422,-0.163,304635,7279
Sikkim,1,57,0.268,304635,7279
Sikkim,1,58,0.138,304635,7279
Sikkim,1,939,0.32799999999999996,304635,7279
Sikkim,1,398,0.174,304635,7279
Sikkim,1,18992,0.271,304635,7279
Sikkim,1,6801,-0.209,304635,7279
Sikkim,1,1443,0.102,304635,7279
Sikkim,1,5357,0.212,304635,7279
Sikkim,1,2187,-0.242,304635,7279
Sikkim,1,32479,0.47200000000000003,304635,7279
Sikkim,1,97,-0.109,304635,7279
Sikkim,1,12391,0.397,304635,7279
Sikkim,1,638,0.172,304635,7279
Sikkim,1,8,-0.16699999999999998,304635,7279
Sikkim,1,170,0.172,304635,7279
Tamil Nadu,1,361397,-0.1,40025367,2223566
Tamil Nadu,1,361397,0.41200000000000003,40025367,2223566
Tamil Nadu,1,361397,-0.1,40025367,2223566
Tamil Nadu,1,404,0.517,40025367,2223566
Tamil Nadu,1,1476,0.217,40025367,2223566
Tamil Nadu,1,361397,0.435,40025367,2223566
Tamil Nadu,1,28,-0.122,40025367,2223566
Tamil Nadu,1,1476,0.101,40025367,2223566
Tamil Nadu,1,1476,0.109,40025367,2223566
Tamil Nadu,1,1476,0.01899999999999999,40025367,2223566
Tamil Nadu,1,1476,0.364,40025367,2223566
Tamil Nadu,1,26028,0.132,40025367,2223566
Tamil Nadu,1,26028,-0.13,40025367,2223566
Tamil Nadu,1,123,0.21899999999999997,40025367,2223566
Tamil Nadu,1,123,0.23600000000000002,40025367,2223566
Tamil Nadu,1,404,0.28600000000000003,40025367,2223566
Tamil Nadu,1,123,0.21899999999999997,40025367,2223566
Tamil Nadu,1,123,0.23600000000000002,40025367,2223566
Tamil Nadu,1,404,0.28600000000000003,40025367,2223566
Tamil Nadu,1,4684,0.14400000000000002,40025367,2223566
Tamil Nadu,1,17097,0.07200000000000001,40025367,2223566
Tamil Nadu,1,162,0.292,40025367,2223566
Tamil Nadu,1,303,0.45399999999999996,40025367,2223566
Tamil Nadu,1,303,0.14400000000000002,40025367,2223566
Tamil Nadu,1,303,0.172,40025367,2223566
Tamil Nadu,1,303,0.172,40025367,2223566
Tamil Nadu,1,325,-0.387,40025367,2223566
Tamil Nadu,1,2539,0.095,40025367,2223566
Tamil Nadu,1,287,0.322,40025367,2223566
Tamil Nadu,1,2539,0.083,40025367,2223566
Tamil Nadu,1,360,-0.155,40025367,2223566
Tamil Nadu,1,3612,0.33299999999999996,40025367,2223566
Tamil Nadu,1,225,0.13699999999999998,40025367,2223566
Tamil Nadu,1,209,0.359,40025367,2223566
Tamil Nadu,1,53,-0.14,40025367,2223566
Tamil Nadu,1,67,-0.172,40025367,2223566
Tamil Nadu,1,1422,-0.163,40025367,2223566
Tamil Nadu,1,4674,-0.272,40025367,2223566
Tamil Nadu,1,128,0.11800000000000001,40025367,2223566
Tamil Nadu,1,398,0.16,40025367,2223566
Tamil Nadu,1,124,0.159,40025367,2223566
Tamil Nadu,1,107,0.14300000000000002,40025367,2223566
Tamil Nadu,1,429,-0.134,40025367,2223566
Tamil Nadu,1,368,0.27,40025367,2223566
Tamil Nadu,1,4367,0.10300000000000001,40025367,2223566
Tamil Nadu,1,14508,0.10300000000000001,40025367,2223566
Tamil Nadu,1,40,-0.142,40025367,2223566
Tamil Nadu,1,382,0.408,40025367,2223566
Tamil Nadu,1,5357,0.22399999999999998,40025367,2223566
Tamil Nadu,1,2187,-0.145,40025367,2223566
Tamil Nadu,1,539,0.115,40025367,2223566
Tamil Nadu,1,32479,0.6,40025367,2223566
Tamil Nadu,1,338,0.531,40025367,2223566
Tamil Nadu,1,19,-0.12300000000000001,40025367,2223566
Tamil Nadu,1,8273,0.124,40025367,2223566
Tamil Nadu,1,1686,0.18,40025367,2223566
Tamil Nadu,1,1601,0.188,40025367,2223566
Tripura,1,257,0.278,2000046,115319
Tripura,1,72,0.16399999999999998,2000046,115319
Tripura,1,5473,0.281,2000046,115319
Tripura,1,398,0.174,2000046,115319
Tripura,1,1542,0.177,2000046,115319
Tripura,1,107,0.14300000000000002,2000046,115319
Tripura,1,136,-0.142,2000046,115319
Tripura,1,18992,0.19699999999999998,2000046,115319
Tripura,1,6738326,0.19699999999999998,2000046,115319
Tripura,1,961,0.158,2000046,115319
Tripura,1,5357,0.22399999999999998,2000046,115319
Tripura,1,140,0.098,2000046,115319
Tripura,1,849,0.239,2000046,115319
Tripura,1,3,0.21100000000000002,2000046,115319
Tripura,1,3196119,-0.20600000000000002,2000046,115319
Tripura,1,8,0.209,2000046,115319
Tripura,1,9,-0.321,2000046,115319
Tripura,1,353,0.095,2000046,115319
Tripura,1,225,-0.282,2000046,115319
Tripura,1,8976,-0.156,2000046,115319
Uttar Pradesh,1,1997,0.172,80500789,34318854
Uttar Pradesh,1,6387,0.163,80500789,34318854
Uttar Pradesh,1,473,-0.289,80500789,34318854
Uttar Pradesh,1,911,0.261,80500789,34318854
Uttar Pradesh,1,911,0.261,80500789,34318854
Uttar Pradesh,1,956,0.099,80500789,34318854
Uttar Pradesh,1,8618,0.17600000000000002,80500789,34318854
Uttar Pradesh,1,8618,-0.171,80500789,34318854
Uttar Pradesh,1,69,0.36700000000000005,80500789,34318854
Uttar Pradesh,1,69,0.379,80500789,34318854
Uttar Pradesh,1,69,0.36700000000000005,80500789,34318854
Uttar Pradesh,1,5561,0.139,80500789,34318854
Uttar Pradesh,1,452,0.244,80500789,34318854
Uttar Pradesh,1,452,0.222,80500789,34318854
Uttar Pradesh,1,389,0.14,80500789,34318854
Uttar Pradesh,1,135,0.17,80500789,34318854
Uttar Pradesh,1,111,-0.162,80500789,34318854
Uttar Pradesh,1,378,0.17800000000000002,80500789,34318854
Uttar Pradesh,1,378,0.124,80500789,34318854
Uttar Pradesh,1,526,0.379,80500789,34318854
Uttar Pradesh,1,33,0.08900000000000001,80500789,34318854
Uttar Pradesh,1,7,0.16699999999999998,80500789,34318854
Uttar Pradesh,1,1891,0.28,80500789,34318854
Uttar Pradesh,1,1891,0.28,80500789,34318854
Uttar Pradesh,1,72343,0.10400000000000001,80500789,34318854
Uttar Pradesh,1,7363,0.196,80500789,34318854
Uttar Pradesh,1,7363,0.187,80500789,34318854
Uttar Pradesh,1,100,-0.254,80500789,34318854
Uttar Pradesh,1,39407,0.263,80500789,34318854
Uttar Pradesh,1,2052,-0.22399999999999998,80500789,34318854
Uttar Pradesh,1,25880,-0.162,80500789,34318854
Uttar Pradesh,1,60,-0.184,80500789,34318854
Uttar Pradesh,1,2325,0.225,80500789,34318854
Uttar Pradesh,1,123880,-0.2,80500789,34318854
Uttar Pradesh,1,291,0.392,80500789,34318854
Uttar Pradesh,1,3284091,-0.2,80500789,34318854
Uttar Pradesh,1,162,0.10400000000000001,80500789,34318854
Uttar Pradesh,1,2126,-0.198,80500789,34318854
Uttar Pradesh,1,53456,0.124,80500789,34318854
Uttar Pradesh,1,53456,-0.138,80500789,34318854
Uttar Pradesh,1,53456,0.125,80500789,34318854
Uttar Pradesh,1,53456,0.133,80500789,34318854
Uttar Pradesh,1,53456,0.161,80500789,34318854
Uttar Pradesh,1,7310,0.225,80500789,34318854
Uttar Pradesh,1,194,-0.245,80500789,34318854
Uttar Pradesh,1,1149,-0.27899999999999997,80500789,34318854
Uttar Pradesh,1,398,0.16,80500789,34318854
Uttar Pradesh,1,1542,0.161,80500789,34318854
Uttar Pradesh,1,107,0.125,80500789,34318854
Uttar Pradesh,1,134241,-0.13799999999999998,80500789,34318854
Uttar Pradesh,1,43,0.203,80500789,34318854
Uttar Pradesh,1,61,0.129,80500789,34318854
Uttar Pradesh,1,20,-0.11800000000000001,80500789,34318854
Uttar Pradesh,1,5357,0.212,80500789,34318854
Uttar Pradesh,1,32479,0.14300000000000002,80500789,34318854
Uttar Pradesh,1,3196107,-0.292,80500789,34318854
Uttar Pradesh,1,8,0.57,80500789,34318854
Uttar Pradesh,1,5,0.19,80500789,34318854
Uttar Pradesh,1,43,0.111,80500789,34318854
Uttar Pradesh,1,8976,-0.156,80500789,34318854
Uttar Pradesh,1,5001,-0.265,80500789,34318854
Uttarakhand,1,7490,0.242,4343847,2429698
Uttarakhand,1,58123,0.302,4343847,2429698
Uttarakhand,1,398,0.174,4343847,2429698
Uttarakhand,1,397,0.032,4343847,2429698
Uttarakhand,1,107,0.125,4343847,2429698
Uttarakhand,1,134241,-0.13799999999999998,4343847,2429698
Uttarakhand,1,3085573,-0.157,4343847,2429698
Uttarakhand,1,3904,0.321,4343847,2429698
Uttarakhand,1,7490,0.273,4343847,2429698
Uttarakhand,1,8,0.182,4343847,2429698
Uttarakhand,1,38,0.285,4343847,2429698
Uttarakhand,1,6750,0.259,4343847,2429698
Uttarakhand,1,3801,0.10099999999999999,4343847,2429698
Uttarakhand,1,5357,0.22399999999999998,4343847,2429698
Uttarakhand,1,17025,0.19899999999999998,4343847,2429698
Uttarakhand,1,1601,-0.316,4343847,2429698
Uttarakhand,1,112,-0.342,4343847,2429698
Uttarakhand,1,3196107,0.231,4343847,2429698
Uttarakhand,1,8,0.225,4343847,2429698
Uttarakhand,1,19,-0.209,4343847,2429698
Uttarakhand,1,122,-0.109,4343847,2429698
Uttarakhand,1,163,0.278,4343847,2429698
Uttarakhand,1,4203,0.337,4343847,2429698
Uttarakhand,1,34,0.14300000000000002,4343847,2429698
Uttarakhand,1,249,-0.19399999999999998,4343847,2429698
Uttarakhand,1,249,0.444,4343847,2429698
West Bengal,1,566,-0.18100000000000002,51060534,8692297
West Bengal,1,140,-0.20600000000000002,51060534,8692297
West Bengal,1,96,-0.377,51060534,8692297
West Bengal,1,96,-0.251,51060534,8692297
West Bengal,1,124,-0.175,51060534,8692297
West Bengal,1,243,0.19699999999999998,51060534,8692297
West Bengal,1,243,0.17800000000000002,51060534,8692297
West Bengal,1,344,0.287,51060534,8692297
West Bengal,1,45,0.469,51060534,8692297
West Bengal,1,45,-0.10599999999999997,51060534,8692297
West Bengal,1,107,-0.139,51060534,8692297
West Bengal,1,45,-0.13,51060534,8692297
West Bengal,1,45,-0.139,51060534,8692297
West Bengal,1,45,-0.152,51060534,8692297
West Bengal,1,99,0.382,51060534,8692297
West Bengal,1,6230,0.236,51060534,8692297
West Bengal,1,3658,-0.271,51060534,8692297
West Bengal,1,67,-0.215,51060534,8692297
West Bengal,1,67,-0.215,51060534,8692297
West Bengal,1,67,-0.215,51060534,8692297
West Bengal,1,67,-0.215,51060534,8692297
West Bengal,1,5472,0.261,51060534,8692297
West Bengal,1,858,0.21899999999999997,51060534,8692297
West Bengal,1,937,0.385,51060534,8692297
West Bengal,1,7310,0.11,51060534,8692297
West Bengal,1,899,0.19899999999999998,51060534,8692297
West Bengal,1,2812,0.37799999999999995,51060534,8692297
West Bengal,1,544,0.13,51060534,8692297
West Bengal,1,4367,0.434,51060534,8692297
West Bengal,1,1542,0.149,51060534,8692297
West Bengal,1,7906513,0.244,51060534,8692297
West Bengal,1,6750,0.259,51060534,8692297
West Bengal,1,5357,0.22399999999999998,51060534,8692297
West Bengal,1,42235,-0.012999999999999998,51060534,8692297
West Bengal,1,4659,0.34,51060534,8692297
West Bengal,1,25,0.259,51060534,8692297
West Bengal,1,991,0.07500000000000001,51060534,8692297
West Bengal,1,365,-0.22899999999999998,51060534,8692297
West Bengal,1,3196119,0.128,51060534,8692297
West Bengal,1,8,-0.268,51060534,8692297
West Bengal,1,1543,-0.146,51060534,8692297
West Bengal,1,8976,-0.227,51060534,8692297
